input,target
97.9,3062.7700000000004
105.16,3407.8399999999997
93.41,2625.035
94.44,3000.25
100.82,3322.3699999999994
104.95,2951.6749999999997
95.76,3223.4600000000005
107.97,3539.275
99.3,2814.1800000000003
93.27,2638.2149999999997
100.94,3442.5299999999997
85.43,2472.815
81.64,2598.04
103.39,2816.265
82.24,2522.8199999999997
91.98,3333.28
109.99,3503.8149999999996
103.32,2918.73
91.5,3144.89
99.85,3145.955
85.66,2555.7100000000005
88.61,3179.945
98.32,2630.5399999999995
105.87,3399.5250000000005
99.66,2930.7000000000003
99.16,3276.2799999999997
93.5,2785.96
100.75,2771.4049999999997
107.96,3722.39
111.04,3307.8
103.43,2998.165
101.22,2784.71
103.55,3077.985
105.25,3599.635
95.18,2989.4800000000005
96.31,2651.995
93.37,3081.7050000000004
93.71,2586.075
118.83,3542.935
107.85,3294.685
93.15,3035.8550000000005
100.42,3250.94
103.07,2649.995
99.1,2464.6199999999994
90.36,3101.9700000000003
114.47,3100.315
88.12,2909.61
108.68,3342.5
100.54,2787.76
91.87,2736.5150000000003
98.38,3061.0999999999995
81.5,2724.67
102.75,3438.145
107.28,3256.19
94.7,2758.07
102.98,3391.2200000000003
75.01,2284.655
94.69,2659.785
86.63,2646.4249999999997
109.25,3528.045
101.94,2732.88
99.53,2807.365
98.11,3066.6250000000005
97.57,3133.845
107.85,3229.265
89.58,2617.1800000000003
109.32,3126.3599999999997
107.0,3325.59
110.31,3743.975
96.52,3130.0099999999993
110.81,3164.925
110.01,3196.145
104.5,2947.6
111.23,3381.2850000000003
95.59,3130.615
99.27,3357.1449999999995
113.48,3695.48
120.17,3441.895
83.53,2493.805
109.37,3287.8050000000003
87.42,2353.83
102.1,3542.3999999999996
94.12,3010.01
102.06,3087.56
97.02,3222.6699999999996
103.94,3522.7400000000002
106.5,3128.8300000000004
96.52,2895.1
106.69,3475.9950000000003
97.12,3237.7000000000003
106.85,2982.1249999999995
111.77,3473.9249999999997
101.65,3309.295
102.33,3627.075
81.97,2557.545
92.28,3142.8599999999997
93.77,2897.2749999999996
98.49,2784.355
86.0,2922.81
86.99,3175.3149999999996
99.23,2847.5250000000005
102.08,3373.38
109.86,3176.17
114.33,3439.025
105.28,3414.18
96.32,3424.21
106.92,3333.43
92.02,2874.75
102.14,3324.49
117.9,3810.69
114.74,3620.1199999999994
96.98,2746.4100000000003
109.7,3392.7
96.12,2966.5600000000004
93.85,2365.2049999999995
83.91,2605.315
105.37,3688.8550000000005
103.06,3403.71
109.84,3553.3999999999996
108.06,3460.2400000000002
97.0,2828.4300000000003
108.63,3525.435
118.81,3546.225
123.01,3581.0150000000003
107.72,3225.78
102.88,3199.2499999999995
103.89,3148.1150000000002
100.83,2896.275
94.24,2884.6599999999994
115.77,3612.145
107.63,3052.1249999999995
101.46,3441.74
114.88,3315.5899999999997
108.4,3247.5700000000006
87.44,3208.1000000000004
112.37,3423.9950000000003
95.91,2783.425
86.82,2443.73
102.9,3177.78
96.9,3154.3900000000003
92.56,2914.12
115.84,3530.17
100.6,3110.2099999999996
99.48,2934.23
97.49,3260.1549999999997
96.07,2941.0649999999996
101.89,3114.0750000000003
96.79,2960.3950000000004
132.38,3912.2299999999996
89.46,2672.1699999999996
101.17,3062.7349999999997
95.3,2682.09
92.97,2700.375
93.32,2770.8499999999995
100.28,2993.26
109.31,3381.435
111.95,3372.465
106.97,3330.165
95.76,2754.0700000000006
119.22,3864.74
117.78,4141.71
117.63,3589.325
95.29,2788.1050000000005
106.21,3394.095
107.1,3432.5999999999995
105.85,3104.865
105.69,3416.665
105.49,3343.7649999999994
96.98,3380.51
112.07,3486.205
113.78,3654.07
106.36,3080.75
100.55,3036.255
104.06,3242.8999999999996
112.48,3805.8
98.73,3303.9850000000006
106.99,3381.4449999999997
92.65,2765.4150000000004
103.79,3324.145
87.25,2139.875
88.63,2367.745
120.88,3486.5799999999995
101.32,2835.79
111.04,3226.11
73.23,2179.8250000000007
97.62,2953.8900000000003
98.24,2798.2999999999997
94.42,2846.81
101.4,2881.2900000000004
91.34,2687.14
112.56,3314.01
106.59,3080.755
88.56,2811.06
104.85,2911.8349999999996
103.15,3191.0450000000005
116.11,3524.5049999999997
110.56,3281.2400000000002
88.82,2822.12
92.23,3291.6550000000007
109.94,3505.5800000000004
86.78,2999.23
106.0,2762.5800000000004
93.22,3141.75
105.09,3234.495
105.38,3263.79
103.75,3361.965
92.53,2954.055
100.34,3111.25
112.2,3560.14
98.15,3095.235
104.47,3366.8050000000003
116.49,3649.6549999999997
119.1,4081.5499999999997
115.55,3902.0750000000003
101.43,3211.335
101.03,3019.795
98.23,2698.7850000000003
94.88,3039.16
98.36,3018.98
85.89,2833.155
105.78,3242.08
97.15,2748.645
111.31,3652.0150000000003
110.5,3406.51
113.93,3314.8250000000003
92.23,2513.6050000000005
97.73,3077.5150000000003
92.7,2925.86
84.41,2799.465
93.3,2612.62
92.07,2438.575
111.31,3341.6049999999996
72.61,2888.095
105.1,3266.8999999999996
97.46,2985.95
95.42,2872.0399999999995
96.94,3069.8900000000003
104.66,3030.21
99.02,2957.35
123.78,3813.95
101.97,3562.835
95.29,3142.6450000000004
94.7,2538.66
97.84,2928.44
115.91,3320.205
105.43,3075.7450000000003
113.77,3619.3549999999996
87.36,2918.87
95.13,3309.615
100.7,2820.69
97.99,2760.995
107.03,3171.6549999999997
110.52,3353.49
96.34,3064.52
71.28,2411.38
90.77,2645.2349999999997
87.99,2794.535
105.83,3379.525
120.43,3486.405
103.43,3189.2250000000004
118.2,3177.9700000000003
103.38,3071.6099999999997
111.23,3643.7050000000004
103.24,2823.4399999999996
107.55,3247.295
90.73,2612.5150000000003
96.9,2735.6600000000003
115.08,3539.12
109.3,3136.77
86.45,2497.635
110.75,3291.8250000000003
112.32,3434.8899999999994
97.24,2582.5499999999997
103.34,2772.99
94.26,3008.56
103.08,3303.1099999999997
101.57,3059.4049999999997
96.15,2929.3350000000005
99.59,3294.935
94.57,2520.305
106.89,3470.905
93.56,3047.6
103.54,3358.5800000000004
102.81,3283.105
92.12,2818.8
96.01,2820.9150000000004
103.13,3650.355
113.74,3099.0099999999998
93.59,2907.785
98.76,3266.1600000000003
98.14,2978.15
82.47,2284.655
98.52,3582.7799999999997
107.52,3351.66
107.81,3352.045
95.2,2753.19
105.36,3073.22
97.51,3130.1250000000005
103.58,3388.52
109.36,3533.1600000000003
93.36,2910.06
104.8,2653.42
83.6,2426.6099999999997
109.75,3361.3250000000003
84.54,2659.96
99.36,2944.96
98.1,2852.23
108.62,3290.09
117.89,3622.195
98.12,2880.5600000000004
100.09,2945.075
89.41,2884.375
105.65,3006.465
109.98,3073.1000000000004
111.77,3763.3849999999998
90.04,2895.14
91.27,3071.785
109.05,2996.2050000000004
109.39,3298.165
79.5,2884.22
91.83,2549.715
78.05,2527.055
98.09,2935.5249999999996
101.42,3322.03
103.49,2797.555
104.52,2772.91
106.57,3421.035
98.99,3343.5249999999996
84.88,2594.0499999999997
102.14,2893.7999999999997
107.51,3572.3350000000005
85.88,2991.94
90.32,2896.8399999999997
112.01,3344.2950000000005
116.3,3356.42
95.35,2906.7549999999997
86.96,2454.9299999999994
94.02,2889.83
91.71,2904.395
95.43,3053.0550000000003
108.23,3160.7550000000006
80.78,2405.28
79.56,2971.13
119.43,3579.8650000000002
91.96,3196.2799999999997
111.84,3459.73
81.55,2579.5850000000005
108.59,3490.6150000000002
85.86,2821.6
90.13,2638.9449999999997
86.03,2686.625
105.45,3655.855
89.59,2683.565
90.02,2742.8999999999996
106.74,3761.43
115.68,3152.7000000000003
104.29,3228.945
102.61,2612.9849999999997
107.8,2729.1800000000003
116.68,3518.2300000000005
97.52,3359.31
90.22,2718.88
118.43,3872.6450000000004
114.15,3491.5150000000003
87.86,2719.8399999999997
108.13,3114.5249999999996
104.08,3441.6200000000003
99.29,3180.6150000000002
88.48,3162.7800000000007
85.89,2444.665
94.52,2789.2299999999996
99.28,2829.49
116.41,3222.505
86.01,2458.1450000000004
110.18,3545.76
102.13,3023.8949999999995
108.16,3025.42
120.23,3844.5350000000003
95.56,2895.72
101.38,3136.0199999999995
83.18,2325.41
93.3,2880.8700000000003
115.62,3812.7400000000002
120.25,3840.115
101.67,2911.995
99.48,2847.3100000000004
104.61,3130.585
102.97,3157.1650000000004
122.53,4008.0449999999996
89.9,2755.6800000000003
83.15,2866.755
92.55,2611.8849999999998
86.22,2773.47
101.14,3376.61
100.56,2939.7699999999995
85.07,2605.1549999999997
99.67,2857.095
97.06,2923.1099999999997
102.4,3047.19
93.59,3035.6749999999997
95.99,2673.995
97.12,3309.17
113.29,3899.205
88.65,2668.9150000000004
94.18,2624.27
100.65,2896.1850000000004
99.27,2603.6649999999995
111.56,3595.61
96.97,2920.325
103.46,2988.0399999999995
100.33,3535.8550000000005
91.46,2918.6399999999994
96.93,3107.545
99.71,3129.605
92.01,2916.8050000000003
125.96,3808.1299999999997
102.23,2820.4950000000003
110.46,3770.0299999999997
116.66,3542.76
120.04,3507.0200000000004
