input,target
116.24,19.81730958234091
93.88,6.603895501295799
94.72,34.383376361069764
89.27,49.11219860936084
108.65,47.92489425459183
76.98,49.62816147670796
117.45,-9.407812007916949
92.39,-8.642615619309325
103.19,34.71340949728493
97.51,17.839770053558322
114.62,51.114677517656744
79.4,-4.467852496824461
96.78,36.04676108529675
96.16,49.869503469754996
111.34,-8.400884640633965
89.0,45.99211687727982
98.28,-3.152734371157328
91.22,15.036191438386613
100.42,14.682511355528378
105.83,-6.570460351495788
88.99,45.715203877045695
111.45,-10.930705300299994
109.02,44.323719673706826
105.02,-10.232381301231948
109.01,45.413421248814004
93.16,-5.580733837739167
98.77,-9.91015764502134
90.64,35.73924401993327
97.32,21.484157282512317
105.3,-10.981079170420037
93.08,-7.666402187523809
96.03,49.47085840825515
93.13,-6.243490565379243
91.55,6.263720293310979
93.29,-3.626441373857915
99.87,1.466695328617027
88.83,45.79142979548781
102.34,49.17853115617518
116.6,9.025047198577438
107.42,37.518554856303915
98.08,-1.6091465316205178
91.12,20.17871549733402
92.53,-9.691130423127309
116.92,0.9064046063738408
100.51,17.820616936520317
93.63,0.7835886918712134
101.91,50.530937624813106
121.0,51.64386435406917
101.2,40.50699599492025
106.17,0.784165492910239
103.0,37.971153258991635
96.48,43.798108521855035
88.57,35.377419402688886
96.51,42.90533226011499
97.91,5.678543489998347
105.87,-3.074966139737266
108.39,50.77961055595844
109.31,39.994653081836006
102.86,42.55447141328773
108.85,47.45082666624282
92.46,-9.954816028127267
112.53,3.79969908277465
105.13,-10.554260864176971
97.02,30.871418134907564
104.89,-9.27563034491057
99.24,-9.053611455084157
111.32,-9.84176806109525
115.2,44.80676527075897
121.86,38.51094622302466
86.04,-9.470940534605518
85.56,-2.54808179131346
94.96,40.41223872275311
101.6,48.30047291769101
108.76,50.74988530827935
103.16,36.51743642555838
79.78,-9.71823088782885
96.94,34.42920618966286
108.28,51.45219398344914
102.3,47.91265634998821
107.62,42.863290885849956
97.78,9.016547287198724
97.99,2.9226060544797825
101.87,49.97453252747078
104.1,7.416386667680215
101.98,51.904185747097266
101.19,38.27680588810278
93.29,-5.146441373857916
103.78,16.739307069090085
101.22,39.671677327405014
111.29,-11.410721307590025
111.99,-5.892576960226294
101.85,49.768493020642275
96.25,48.275320894505036
93.61,2.0399033948483707
104.23,3.6749647235975593
100.77,26.861340352401125
96.56,42.593981193090336
100.44,17.37939473720449
93.8,7.954563909680704
106.98,25.385260498555652
95.53,49.10882861228328
112.25,-0.870336655350153
104.03,8.048676361915199
105.94,-4.733454865404013
89.05,47.32702942095258
101.69,47.74072927810406
107.41,35.34697497820043
90.46,38.05546854087946
97.34,20.795242260371555
100.33,15.04174497112271
86.27,-10.88657778742535
103.15,36.27248952781024
108.46,50.87413675406017
91.4,10.95707905667511
103.51,24.956198817038267
86.88,-6.535474420441904
99.61,-6.593667340685942
83.84,45.71105115550148
111.21,-9.364710667713757
104.09,9.434573047263923
99.75,-2.1609344136489335
92.25,-6.621685411472151
112.74,6.821730861092252
119.67,29.516319490223392
81.42,12.397521034552907
112.36,-0.7556957227447079
116.28,18.627661739071947
103.38,28.536262876373964
88.01,21.80439802281988
108.63,49.45879293948904
98.19,-3.682695628864825
93.96,11.153372738716936
87.7,14.25370987321795
105.51,-9.372131935267763
107.93,47.68767775820221
93.76,5.265699060784921
105.21,-10.313036217231003
88.56,37.28576297735154
108.02,48.23135659502958
100.47,19.001721712643057
98.13,-1.4999159935037465
98.98,-10.624002601854327
108.69,49.60184245576328
107.5,39.046591450559184
105.29,-11.686824165063834
101.38,43.45461845222051
100.78,26.537302249674696
106.18,1.4789583732158171
102.32,48.94654886434694
106.83,20.37339798728312
96.9,33.907193590041565
75.65,27.128302147783113
110.39,7.847533898787379
121.87,40.269460823922834
104.41,-0.868109246644878
99.0,-9.95580844268379
98.64,-9.31006235884433
98.81,-10.056749047113358
100.17,10.358097537875022
88.78,42.2541157523047
94.83,35.9513357172116
90.03,46.11470319241756
102.49,47.610105474401884
97.03,30.716443289668078
104.95,-8.337022738417893
98.25,-4.4866852012361536
109.86,21.87569838404125
102.14,49.55770412671473
121.91,35.77525416607864
81.04,3.0810876290039726
93.53,-0.10026919983899504
109.01,46.633421248814
125.28,7.162029801610011
97.51,17.61977005355832
100.44,16.52939473720449
97.74,9.113633675443491
113.31,25.447485293021515
97.13,26.87245275670348
106.8,18.248432629755733
96.8,37.1730986406385
87.27,-0.8322505293225055
103.14,35.24602039379507
105.03,-9.818451010051335
112.93,15.590051460265563
98.9,-10.344807704263319
93.83,7.945172965760943
105.63,-7.73845851247358
102.41,49.0425159232858
102.81,43.52501644759931
99.27,-10.027742060837546
111.6,-11.197740548795407
103.69,21.368032813226975
119.05,10.091660609513612
111.11,-8.602086696746433
106.59,14.600523344190577
83.73,46.92433964629204
106.02,-2.4046819515740707
104.2,3.198587436810876
108.11,50.134411177876
110.44,4.710693664427723
95.99,49.51295664678573
108.24,50.82016564624419
94.38,24.200982068425816
119.55,25.05440443013201
86.68,-9.469351524448392
82.39,40.99832022424449
83.49,51.87172459523271
91.09,19.943680540690846
88.81,43.39132994460322
119.56,27.374772390189783
96.74,39.52293989420548
86.57,-10.71775462246403
111.14,-8.679687841852068
94.13,15.816021574985816
87.63,9.07422712044369
108.76,47.75988530827936
106.23,3.4395332567656762
95.65,49.477653173472504
114.08,46.25534702586254
101.29,41.11076244346102
116.17,21.700645259625873
105.03,-8.918451010051335
115.59,38.75215046077539
101.09,36.43623686204214
87.8,16.042510094029424
124.49,-7.556801987938982
94.54,28.676415471685203
98.01,3.202848554240584
93.0,-8.612605308733391
97.97,6.18925828246798
102.43,49.97165361758251
102.02,51.54811204346846
106.61,15.106579386826748
117.92,-10.234737429871595
98.8,-8.799612510977246
87.67,11.16427461185247
88.18,25.68918497136731
93.34,-4.59824066777214
83.26,51.029073459918344
108.25,48.662709975784665
95.02,41.49069072099564
96.89,33.87567382469095
99.98,4.752957228440896
86.03,-9.253840533882435
91.39,13.329445535316303
106.75,18.81475992213007
106.19,0.9055583426245728
95.57,51.32254463664104
118.11,-9.365278716925104
86.94,-6.792357390159026
96.55,41.678831421272655
97.69,11.53834457202209
72.07,27.159259419933516
119.38,19.404114490147713
103.66,19.38299577201337
89.55,49.35674519289218
120.51,49.07779032603072
105.86,-3.2125895007219984
104.3,1.744174445770978
93.93,11.010027587041002
101.06,35.39336740384108
84.74,22.468644475361376
107.95,48.62022325919743
96.26,48.01639749981393
101.34,42.40045666507976
112.02,-7.151314529626917
102.85,43.17309205203194
102.62,46.21513525721588
102.76,44.17766100489925
92.67,-10.279256318287496
108.36,49.29050995511105
115.43,41.768206137697646
107.59,41.049849117120644
108.85,47.36082666624282
91.23,15.123342941306479
91.32,12.338276609603957
85.59,0.4536956603716247
112.32,-0.2321728584485181
97.46,18.737644435545214
114.0,45.76190185477997
92.18,-6.390258187855816
95.62,49.81062931462195
100.95,32.889815913302336
109.21,38.81478991799297
100.61,21.30806125776635
102.11,51.258964879487664
100.17,9.25809753787502
101.77,47.556839832461705
88.84,44.07800648034516
100.81,29.40055959277009
98.13,0.09008400649625348
99.43,-7.225161115982941
104.92,-9.759339268336564
93.19,-6.46366927281496
99.15,-9.522099845862893
97.03,30.36644328966808
104.17,6.046025385141807
107.85,46.54902432892232
90.45,38.938053827484836
105.86,-6.912589500721998
120.66,50.29492515834107
85.29,7.988653683140824
91.7,2.534475738254861
91.19,15.966693888899574
97.21,26.081564213178996
116.23,19.802305958352125
100.13,7.12563935671835
93.05,-7.182582487857284
106.22,1.5459532988348448
94.0,13.239814443236543
111.23,-10.418781799129675
103.05,39.245001638562776
113.89,42.242896779738466
93.39,-3.3299568788906786
130.31,-10.28340362695897
108.25,50.802709975784666
106.55,12.866783689555126
99.49,-5.488214697002997
92.74,-9.889460657979427
91.32,13.048276609603956
98.64,-8.290062358844331
92.03,-5.646128448021882
102.83,43.763606819424155
91.74,2.807243835991719
106.21,4.064080731345803
109.56,31.1675595040231
92.94,-9.261106285308509
111.93,-7.19108737600791
97.62,13.348045056561316
111.55,-10.92160664740253
104.38,0.48829159519252613
111.22,-9.008200131312407
90.03,47.844703192417555
98.93,-11.11612136115116
114.51,50.459457290657085
93.82,7.637028764601056
79.63,-6.28471111011965
80.57,-7.407891805376945
74.94,6.638150022937675
78.86,10.330402790068511
95.88,50.472481121587585
112.79,10.783137205548735
95.58,49.30610256491052
103.24,35.615422447984756
98.9,-11.284807704263319
100.09,5.812225613129831
98.32,-5.260849526855121
98.26,-4.034373854312061
104.61,-4.57443464729746
88.24,29.724089785181448
110.1,17.30540204279823
109.2,41.15779958851165
98.05,-1.2151855153970814
108.05,49.18505038192064
92.99,-10.327973330894727
94.63,30.875937372161246
101.56,44.98245593109541
98.1,0.5345542820220219
95.51,48.42939434099812
93.28,-4.350669074293261
94.43,26.007016302929543
109.39,36.10931432169148
80.57,-7.257891805376945
103.52,25.554977966169012
97.64,12.065629903575411
107.28,34.62005677368515
105.15,-10.387193508363207
72.17,22.908942751484048
105.85,-4.257724623492078
103.24,34.115422447984756
100.22,11.187688839059298
95.31,46.69988397477306
108.53,50.89969452574703
95.87,48.90968125986315
118.35,-4.51579378354666
105.64,-9.462037326620292
121.38,48.64017846120449
92.14,-6.767301291572609
82.44,41.49093391112485
107.15,29.931933498830293
108.53,50.47969452574703
100.35,13.710646131914128
84.61,24.287537124686825
95.52,49.560568992944255
106.18,1.328958373215817
98.16,-1.895865733738011
98.84,-11.0100474106728
98.25,-1.1466852012361533
90.66,32.581632494793894
94.67,32.82849928775355
85.73,-5.183567101345822
117.68,-8.723725855922368
95.25,45.141392074917164
104.78,-9.884034408503831
89.78,52.3020760023853
107.95,46.56022325919743
81.27,9.1130149551553
109.21,41.42478991799297
99.65,-2.8762761568147455
121.11,49.8868063879695
86.93,-6.029482551016145
100.76,28.1446563271105
103.67,19.77800575308547
112.33,-0.9237074937095926
95.77,51.39402284868149
100.86,29.935465834374618
78.58,18.354728170839746
91.7,4.384475738254861
104.52,-2.522494932300571
111.04,-7.090667527819513
97.18,25.559300283760635
120.56,47.184428368413755
117.6,-8.94169334237003
99.39,-6.775598494247187
75.86,31.418941823890613
82.22,35.02427276466309
92.22,-6.410324390254954
111.16,-6.053983747432342
103.1,38.67439677628731
79.06,5.780294842682604
97.71,11.757547702144464
116.13,22.785743412342274
96.25,48.47532089450504
92.5,-11.263568562315074
120.55,47.516691663496076
100.53,20.290570100928672
95.21,47.194121111265446
103.5,25.986926052139733
100.17,9.49809753787502
95.71,50.15039835706921
112.08,-7.266670420605692
111.16,-7.873983747432343
108.41,50.14042845059476
98.97,-10.258525997802083
111.47,-11.34126359343508
99.5,-6.0427580643903775
104.67,-7.16263440947488
110.34,9.06644861538091
108.09,50.50293928069199
117.9,-9.46580200354611
104.51,-0.5494749386515383
83.16,50.69043905985938
88.4,33.374237643272814
113.5,32.46206846399122
96.69,38.75399189826687
103.87,16.167056060007546
91.49,9.56900643995255
110.01,18.105969518196453
96.15,47.94018774038813
114.58,50.96162648252012
94.68,33.63608502822545
111.18,-8.546890439161853
106.74,17.93049011675718
92.78,-10.528303298363417
110.99,-6.214227289899487
90.98,25.178496320503857
91.78,2.3689084904081716
107.22,30.541389354281335
93.75,5.576988685009945
94.06,13.106321104632272
96.56,41.15398119309033
90.0,47.85689823981701
110.45,4.6914767055231135
106.09,-3.3562239226595323
99.31,-8.002630493395584
98.92,-9.195397197460098
104.5,-0.41418901639117944
117.65,-10.511769664653292
108.71,50.35282655797744
94.92,36.373107816082616
107.77,43.872530687369405
98.81,-9.636749047113359
98.01,2.732848554240584
118.66,1.1968274153454919
95.81,51.458878420425656
95.21,44.944121111265446
80.48,-6.912735968791975
85.98,-7.235809276869878
104.51,-0.9394749386515382
93.05,-9.202582487857285
105.15,-10.067193508363207
88.85,43.182241384069144
92.33,-7.872287328277521
106.75,17.82475992213007
114.61,50.19847999252042
105.92,-5.110156046780611
111.98,-7.107559752303362
117.05,-0.9932861211948998
110.4,7.901489359729782
90.82,25.590037982930138
98.95,-12.118423160788666
106.3,7.010248970326568
95.85,50.29494229277755
104.52,-3.0124949323005707
84.21,38.71741767356393
91.71,2.882545190359772
105.29,-11.096824165063834
77.63,43.866425673063596
88.92,46.80471426949568
99.82,-1.2832392744512804
82.81,48.86620899564292
100.57,20.880267766605456
92.0,-4.043715123282041
97.08,31.146053171608788
97.41,18.730898585517696
101.89,50.65869861707668
94.36,23.05554252699674
100.9,29.571827240788934
93.99,12.054508270623625
105.56,-7.813695568739108
116.94,0.13636881480417656
101.97,50.78562718586712
101.7,48.26139803282217
88.36,31.798069799020613
106.93,23.105519761177742
92.42,-9.368414142049764
91.91,-3.9902270478756834
105.57,-9.337276724717569
101.81,47.41103213658407
111.07,-7.106298059250964
114.43,49.98930044188197
94.6,29.721973460772027
101.28,41.568438972782054
117.6,-9.43169334237003
109.67,28.887043628950465
107.13,29.114041914407743
113.06,19.33153089469522
93.95,12.101353126850677
106.37,6.234433456832917
114.09,44.72329180835319
116.21,22.072186522608256
91.94,-4.905229644853833
97.48,14.619636249072865
103.83,13.407819998374213
97.11,28.590445224624588
96.08,49.61369841368928
106.84,21.288330425360108
96.47,44.33424557941166
82.12,34.492259735536315
103.62,23.18226794341087
95.76,51.60769007291336
92.68,-11.659861216044693
84.34,34.525405873573064
110.14,13.541903355096215
77.73,41.5868961252652
83.01,48.58974778755138
97.24,24.548931102099633
112.29,-1.4946474422464773
113.1,20.161266262249757
88.45,33.04030061393206
98.22,-4.049823575638281
84.9,16.893870103900394
110.11,14.53379434469302
85.23,8.706432762928657
98.57,-8.52777102012141
110.33,8.659774112615606
97.78,8.226547287198724
114.7,51.5845137370391
91.3,15.765640824409298
103.69,19.898032813226976
108.53,49.92969452574703
98.6,-7.143041344834783
113.86,41.510934202540184
105.48,-10.069957069129336
83.63,49.35915143875391
139.59,50.03438043411389
106.49,8.855646971759457
101.07,36.28589816544487
86.01,-7.981100446480107
100.82,26.83333778501255
95.4,45.716895101704885
106.44,8.992809001628565
103.72,19.23354858900197
118.53,-2.3145334175911816
101.42,42.322153733762775
105.14,-10.687244035831407
103.72,19.22354858900197
98.52,-9.132735182431542
98.17,-1.3736292309957
111.01,-6.310774215403293
107.8,46.34911881187202
93.71,1.9269765795684881
88.87,44.1336083909228
99.33,-6.417843040422543
111.61,-11.013834650713898
99.72,-2.431040403662976
117.46,-7.703747838551201
92.25,-8.52168541147215
101.42,44.84215373376277
74.84,4.38474872399268
94.04,12.138222848959163
96.91,34.16727964798118
105.11,-11.689206919696531
117.11,-2.383098838087231
100.35,12.83064613191413
